,run_num,t,x,y,intensity,id
0,0,0,7.6602741824434295,9.299760105790059,8.013583770096522,0
1,0,0,0.2672144217834205,7.26661113505701,11.823975251820691,1
2,0,0,8.20981191704244,6.207117868560751,7.959624231992466,2
3,0,0,0.6514302889477042,0.3057833846275382,11.447587891900055,3
4,0,0,6.1046634810217455,7.7012143710991285,6.717696941838783,4
5,0,0,2.9155838212956917,8.812061995284129,10.598509850880486,5
6,0,1,7.484731910842007,8.823856008564588,12.290483170157248,0
7,0,1,0.1388060760418706,7.166131782644456,12.79263962177608,1
8,0,1,8.494935453688225,6.40238768269118,8.193920281928662,2
9,0,1,1.364522124848957,0.22460499958362445,9.396496971131352,3
10,0,1,6.104456584267238,7.702859457610085,6.977881010776882,4
11,0,1,3.0478604683446955,8.698147536290593,15.828204985722664,5
12,0,2,7.6585430406297395,9.141132356755518,8.281535904574703,0
13,0,2,0.19049043206425492,7.509004837894739,13.46297702735055,1
14,0,2,8.83847001468751,6.075719659051554,8.664108024769536,2
15,0,2,1.4786918374021465,0.46750300652893917,14.439959924041748,3
16,0,2,6.6916410911068365,7.45491616354875,11.5114514732699,4
17,0,2,2.7311139093588466,9.092141932973302,8.303492673621765,5
18,0,3,7.75009411462528,9.460844143803246,7.1510631458431355,0
19,0,3,0.10950145657470622,7.657316884413103,10.94625134140929,1
20,0,3,8.540687415480479,5.740417151691509,-4.973045373765293,2
21,0,3,1.5515923744839335,0.1668497358244725,16.047622973875477,3
22,0,3,6.842885901512641,6.920600917007161,9.262693953307362,4
23,0,3,2.5641222385618905,9.756271745965993,6.973918920431308,5
24,0,4,7.68750596107324,9.642657290824788,9.88623235889332,0
25,0,4,0.6549385519913536,7.834376398393306,12.653160124926973,1
26,0,4,8.41088136130442,6.007573013835272,5.843902255716863,2
27,0,4,1.604555933620778,0.5238191696538903,7.775012710567191,3
28,0,4,6.78066768115298,6.7603983987080545,4.455310593623764,4
29,0,4,3.3213315554854366,9.802736834122854,14.750713938576318,5
30,0,5,7.891050631338111,9.30486040554811,10.529855629212875,0
31,0,5,0.7589698863188792,6.854761347028711,6.705848754204993,1
32,0,5,9.209046468940452,5.377920969643884,3.9696050860031935,2
33,0,5,2.2050565023516797,1.047461401284497,9.467158304081476,3
34,0,5,6.285918167908722,7.204958702030802,9.08811098826179,4
35,0,5,2.692206316358697,9.696393128527108,11.173782787286601,5
36,0,6,7.660561496075347,8.710222122852754,8.410063336327365,0
37,0,6,0.5183246881862814,6.613686433043497,3.023512990045056,1
38,0,6,9.728763289008407,5.115454088599966,10.906148644773879,2
39,0,6,2.6427417634115775,0.7054847901905157,13.873676427314376,3
40,0,6,6.594959687694647,7.685019109899466,16.091272551541127,4
41,0,6,2.7146244582709125,9.108175769020548,10.937274808503663,5
42,0,7,7.718261627562176,8.31854224319933,8.81809042536088,0
43,0,7,0.6682413493399723,6.951389242030201,14.154182363410477,1
44,0,7,9.46821059267079,4.750317292945751,13.807394449455074,2
45,0,7,2.2720813119503376,0.3422029062537213,16.117884214742908,3
46,0,7,7.177011379461454,8.198302177200608,8.181216342628819,4
47,0,7,2.484936091290681,8.95981252027223,7.848705987586113,5
48,0,8,7.393900487230796,8.340650835109086,11.239828351578884,0
49,0,8,0.5563878285263113,6.74699205805136,5.757153241745158,1
50,0,8,9.419856282601108,4.962099616279017,14.815376562417532,2
51,0,8,2.407089091281651,0.0030940538009062712,13.259606268288906,3
52,0,8,6.412628229275671,7.65571199918053,4.579214695951222,4
53,0,8,2.4664506801600212,8.994674129966835,17.209989776485763,5
54,0,9,8.273498764033254,8.994334987812499,7.340388431294196,0
55,0,9,0.7182529333178178,6.186083044822027,4.775985668850866,1
56,0,9,9.077950310995627,4.760957201504702,7.666087409424785,2
57,0,9,2.6544337889280407,0.8912009533132532,9.917712855093324,3
58,0,9,6.934024292920738,7.592592975000591,15.860175843059901,4
59,0,9,2.2394423125907856,8.801453602598654,17.381018195991047,5
60,0,10,7.079190132224341,9.566925018318598,11.231620380539256,0
61,0,10,0.9242027432520876,7.005862775066666,6.354705126110918,1
62,0,10,8.718527957120132,4.541894183009821,14.00687511435083,2
63,0,10,2.5116728756473417,1.6015841531573014,14.619440010191,3
64,0,10,6.995639580068871,7.100722392054576,9.534102449200208,4
65,0,10,2.132590959980161,8.909347809517053,20.83540764529041,5
66,0,11,7.684073894509249,9.968263481462065,14.313347168000771,0
67,0,11,0.6615663724547702,7.276582533636484,6.084152373229461,1
68,0,11,8.591998677417218,4.03212514373269,12.726285966830863,2
69,0,11,2.0315297105656596,1.4362895691278978,16.975806861022456,3
70,0,11,7.344932727978304,7.861608936610468,11.066699831095477,4
71,0,11,2.260166285868794,8.116840061839337,12.604474544207772,5
72,0,12,8.182796303313852,9.883844510053736,11.312189462585323,0
73,0,12,1.0569773458858314,7.46035859837924,4.918407987396338,1
74,0,12,8.541530265554062,4.664545126367177,-1.7115768565022211,2
75,0,12,1.863279769406857,1.1479511423971664,7.422372241634491,3
76,0,12,7.846880701982704,8.292570810640067,2.7719685433324344,4
77,0,12,1.5160996977581704,7.788854117548419,9.787385149611838,5
78,0,13,8.553293833024451,9.696862139489092,9.518240723353953,0
79,0,13,1.2162477881454627,7.240544362997305,13.083868234189968,1
80,0,13,8.563363002114867,4.836693236696401,10.327478663254464,2
81,0,13,1.8150809662165839,0.532592511300963,6.4274694038770015,3
82,0,13,8.085903619355308,8.374157830081346,12.142388243207606,4
