run_num,t,x,y,intensity,id
0,0,256.564511009452,235.126408170994,10.3958786248104,0
0,0,110.972718866993,150.380274923563,8.61983247764938,1
0,0,270.268881796532,271.946369420504,11.5619662994661,2
0,0,152.770337471088,279.961718862671,22.1225379824703,3
0,0,270.27845608773,171.250536280934,14.5506934427066,4
0,0,94.7853068932601,91.645107297536,8.89103634796932,5
0,0,98.9193044331223,257.068420734708,4.92967627839289,6
0,0,281.730350083305,68.0973596742142,17.3920229809348,7
0,0,50.7517763379992,26.6182739980406,10.1622725079521,8
0,0,140.365319160592,258.640178836901,18.7296325180729,9
0,0,205.720595731583,142.735251821704,13.9727605388651,10
0,0,299.90452022048,252.545816884755,13.0382552624542,11
0,0,228.529447725724,34.1228919358967,11.4702215623133,12
0,0,151.655772649351,270.124308543145,8.25601068461887,13
0,0,67.4301152264798,226.058649504347,12.504936593085,14
0,0,77.6816024964402,214.878688650479,5.51158518821653,15
0,0,89.7052835510804,225.620423025443,10.5560145131578,16
0,0,225.17988954758,203.527189664632,9.03044461818758,17
0,0,294.748417051262,29.1916813631259,9.16888467437315,18
0,0,230.159694358087,97.0125449495625,8.07328814958884,19
0,0,77.8067542616277,232.395911302063,6.13891317374187,20
0,0,215.603898433902,11.9873660988254,7.18925081145295,21
0,0,39.8320150005197,272.840996845321,11.6474653954212,22
0,0,42.5820267272259,13.122537010683,5.77018492497501,23
0,0,217.593875651401,241.344114768848,9.48226138562927,24
0,0,274.168761905907,228.378374325113,13.338940506458,25
0,0,175.515250390899,189.110760149446,16.5076234182264,26
0,0,59.5290622612463,82.1379727378032,9.4141512819457,27
0,0,93.9520796243157,32.2434957722415,7.48616388951569,28
0,0,246.5383594916,84.9323004517018,9.4897954891443,29
0,0,194.007468043933,142.956838694524,10.99713957039,30
0,0,170.058076222013,58.8640984185097,13.5267652415378,31
0,0,125.661613369405,259.00755320685,8.03542752475032,32
0,0,133.208715397112,281.719635193713,13.0779313583031,33
0,0,0.468731798435584,84.4657117955596,5.30979494443102,34
