track_id,run_num,t,x,y,intensity,id
0.0,0.0,0.0,152.770337471088,279.961718862671,1.0,3.0
0.0,0.0,1.0,148.163569293462,270.605884695558,0.30340658506854473,13.0
0.0,0.0,2.0,148.163569293462,270.605884695558,0.3396958681929544,13.0
0.0,0.0,3.0,144.07012696039,273.356603075828,0.47626764007149264,13.0
0.0,0.0,4.0,140.209974023116,278.469395316863,0.35757902065719327,13.0
0.0,0.0,5.0,139.598215043946,275.659383140924,0.7217487569388935,13.0
0.0,0.0,6.0,140.366869635335,272.735676774816,0.6102475535345369,13.0
0.0,0.0,7.0,145.868442049388,273.109606991519,0.3993595963159288,13.0
0.0,0.0,8.0,146.375591872249,272.479579170871,0.3223789614056777,13.0
0.0,0.0,9.0,151.050252636831,271.710146152769,0.6072424595924751,13.0
0.0,0.0,10.0,158.856216361793,269.739662787476,0.43685220538449127,13.0
0.0,0.0,11.0,164.059218039899,268.253729985388,0.5313635947859634,13.0
0.0,0.0,12.0,163.140461964755,263.622087147173,0.5827825750122714,13.0
0.0,0.0,13.0,159.144424669179,266.133942373464,0.8379116582991969,13.0
0.0,0.0,14.0,157.683650593265,269.156176478934,0.4119314557977427,13.0
0.0,0.0,15.0,166.743411860719,266.086344075344,0.8274233852746586,13.0
0.0,0.0,16.0,170.684105631303,262.411181955845,0.7540085840581588,13.0
0.0,0.0,17.0,170.207822785031,261.01757249417,0.7930996746881781,36.0
0.0,0.0,18.0,174.910928926805,257.444537657743,0.510304356128182,36.0
0.0,0.0,19.0,176.342085153454,261.311326317545,0.5929544027066898,36.0
0.0,0.0,20.0,170.959784332943,262.534752308861,0.8931591364983402,36.0
0.0,0.0,21.0,171.664901203414,263.536140780465,0.6039684460711556,36.0
0.0,0.0,22.0,172.616493685398,261.167183998093,0.8774291061174269,36.0
0.0,0.0,23.0,179.592174655656,263.324319666277,0.9935233810696195,36.0
0.0,0.0,24.0,176.012682840148,265.425487758609,0.42406427281124315,36.0
0.0,0.0,25.0,177.878826954805,260.521295189272,0.8638956126586412,13.0
0.0,0.0,26.0,176.344812984737,257.860337322758,0.4304049901853835,13.0
0.0,0.0,27.0,176.922101272234,258.450396409707,0.556482455227436,13.0
0.0,0.0,28.0,171.619592526025,259.096541555856,0.2767001550733673,13.0
0.0,0.0,29.0,173.784964547666,255.721800371996,0.4815535581620376,13.0
1.0,0.0,0.0,270.27845608773,171.250536280934,0.6577316515056473,4.0
1.0,0.0,1.0,270.27845608773,171.250536280934,0.741051789989879,4.0
1.0,0.0,2.0,269.479322836759,169.072341413346,0.40803113288544035,4.0
1.0,0.0,3.0,267.777539305515,173.106194508944,0.6415974154803783,4.0
1.0,0.0,4.0,271.398216754855,174.970991181643,0.4942906191224154,4.0
1.0,0.0,5.0,274.880442086056,169.047672872461,0.5256860229986365,4.0
1.0,0.0,6.0,280.433837416625,168.240615230604,0.46845275221647986,4.0
1.0,0.0,7.0,277.391962003495,168.291042080572,0.6566482757463641,4.0
1.0,0.0,8.0,275.206971416533,165.556536754384,0.6817304216430765,4.0
1.0,0.0,9.0,271.462431048231,166.30615046477,0.4563133075265301,4.0
1.0,0.0,10.0,273.180591411907,165.11984676038,0.8235869654552949,4.0
1.0,0.0,11.0,273.180591411907,165.11984676038,0.7908042898040692,4.0
1.0,0.0,12.0,269.782074525306,166.163658571724,0.5044407066030866,4.0
1.0,0.0,13.0,271.175491707791,168.714586887887,0.3742938797494675,4.0
1.0,0.0,14.0,271.175491707791,168.714586887887,0.3323094738355622,4.0
1.0,0.0,15.0,273.347349159224,173.788914037906,0.3478118577740223,4.0
1.0,0.0,16.0,273.428014520699,180.780878104397,0.6547178655529202,4.0
1.0,0.0,17.0,268.705869636134,180.03952285733,0.8278455625745911,4.0
1.0,0.0,18.0,266.170906200302,186.793674250166,0.8390100483669787,4.0
1.0,0.0,19.0,263.672255128878,186.205670849814,0.21938295983691727,4.0
1.0,0.0,20.0,266.882949042918,183.443798366534,0.3704497014462291,4.0
1.0,0.0,21.0,273.507287751854,181.570993588503,0.4743306238065823,4.0
1.0,0.0,22.0,277.596617067592,181.143487735726,0.5629960389159908,4.0
1.0,0.0,23.0,276.535788667514,178.119822950324,0.41417313947469747,4.0
1.0,0.0,24.0,275.393716036439,181.923087496024,0.783516378187225,4.0
1.0,0.0,25.0,267.202456563762,178.282379706395,0.8296132531961741,4.0
1.0,0.0,26.0,266.912074785727,179.575669292065,0.8288756164593681,4.0
1.0,0.0,27.0,271.856711014442,181.376736731205,0.5251973580396929,4.0
1.0,0.0,28.0,271.391765054134,179.73410347417,0.46191497855884955,4.0
1.0,0.0,29.0,279.810355089429,176.80907553148,0.14221581127792296,4.0
2.0,0.0,0.0,98.9193044331223,257.068420734708,0.22283502382498432,6.0
2.0,0.0,1.0,100.855722249085,254.90199079741,0.9833418134244767,6.0
2.0,0.0,2.0,101.165202397105,252.713233017889,0.345122572299492,47.0
2.0,0.0,3.0,105.908793040543,250.653869546667,0.5634692251771963,47.0
2.0,0.0,4.0,101.75418938281,247.683022957323,0.5607693240281291,6.0
2.0,0.0,5.0,99.1622367128433,246.810618301408,0.3016345898683304,6.0
2.0,0.0,6.0,98.1614560098544,247.705108420221,0.6324033063449708,47.0
2.0,0.0,7.0,104.437250581651,243.620087952915,0.4354663802712102,6.0
2.0,0.0,8.0,103.634124317597,243.529897347043,0.8355410262863192,6.0
2.0,0.0,9.0,101.486361900822,243.783623749833,1.0,6.0
2.0,0.0,10.0,102.923056221407,245.184726788843,0.7808934355294568,6.0
2.0,0.0,11.0,95.3820901261919,247.147516904082,0.7739347041008376,6.0
2.0,0.0,12.0,97.136568064444,248.842637420366,0.1974047753739908,6.0
2.0,0.0,13.0,92.9659939599571,248.322744570293,0.547613585732959,6.0
2.0,0.0,14.0,91.7983582213155,248.625717327828,0.4103396700282914,6.0
2.0,0.0,15.0,92.5517444158789,246.159880497839,0.6480366971489816,6.0
2.0,0.0,16.0,96.587714254257,250.262934857131,0.5508598843296872,6.0
2.0,0.0,17.0,97.902596506481,248.974621645424,0.8497029906294247,6.0
2.0,0.0,18.0,99.4494481808172,253.63144359388,0.546134020101927,6.0
2.0,0.0,19.0,99.7296608768534,251.962305210686,0.22300158807425016,6.0
2.0,0.0,20.0,96.4976561034363,245.560117146433,0.38040271824184196,6.0
2.0,0.0,21.0,94.7213835536899,250.555681924229,0.627544916683767,6.0
2.0,0.0,22.0,93.1338236182905,249.748454822668,0.2551411975908467,6.0
2.0,0.0,23.0,91.2088047394859,250.277748748058,0.5134029759440639,6.0
2.0,0.0,24.0,88.2410378993169,251.877393896268,0.3451541009352539,6.0
2.0,0.0,25.0,92.6075676991462,253.796676353618,0.24107574426855538,6.0
2.0,0.0,26.0,92.6696422373819,252.739621213339,0.5046673122737517,6.0
2.0,0.0,27.0,94.5975087443766,256.332578353294,0.40973159503035084,6.0
2.0,0.0,28.0,93.5140457025612,257.322739359851,0.779187594390304,6.0
2.0,0.0,29.0,91.57500883069,256.468300169739,0.5191296464782068,6.0
3.0,0.0,0.0,281.730350083305,68.0973596742142,0.7861676175995758,7.0
3.0,0.0,1.0,281.637296776045,64.1555891665901,0.8444286510227358,7.0
3.0,0.0,2.0,289.136542771481,61.4574894113063,0.6831148896688388,7.0
3.0,0.0,3.0,289.125546949724,53.1967567381695,0.2772995006299576,7.0
3.0,0.0,4.0,284.374172064615,49.0202676351684,0.3388550449001238,7.0
3.0,0.0,5.0,276.146385428321,49.5520315266519,0.6515274403686443,7.0
3.0,0.0,6.0,277.600826907151,50.195460343973,0.19366328940299943,7.0
3.0,0.0,7.0,279.424149745525,54.7495090458826,0.56919700367274,7.0
3.0,0.0,8.0,288.095715128432,53.5244562742906,0.6131514180379503,7.0
3.0,0.0,9.0,284.43429183794,53.3516099853211,0.4300274769385586,7.0
3.0,0.0,10.0,286.162676456839,57.0961500977497,0.4095747227187454,7.0
3.0,0.0,11.0,284.264439406207,65.1052754709444,0.7875103339858451,7.0
3.0,0.0,12.0,282.929267971095,66.4948117033413,0.797830335063911,7.0
3.0,0.0,13.0,280.195239009441,69.1939450815264,0.6555903880347795,7.0
3.0,0.0,14.0,276.871110597303,70.4536696831104,0.6725770312180851,7.0
3.0,0.0,15.0,280.506395952713,63.286068385191,0.48592460970345597,7.0
3.0,0.0,16.0,278.689035444923,60.9342388102663,0.24050452270388328,7.0
3.0,0.0,17.0,276.12292650764,61.3672311605179,0.7922408826401037,7.0
3.0,0.0,18.0,274.353095546095,64.6312104788541,0.5132694692012975,7.0
3.0,0.0,19.0,271.14926937211,66.1839406101518,0.7798925149540438,7.0
3.0,0.0,20.0,271.467637106301,71.34348323296,0.9661335689166842,7.0
3.0,0.0,21.0,272.450365394653,68.2067650254611,0.8047645033759202,7.0
3.0,0.0,22.0,272.057460966495,66.8762115456499,0.49744686538174704,7.0
3.0,0.0,23.0,272.939331025173,69.8733603405633,0.9467789417133765,7.0
3.0,0.0,24.0,275.139767252032,65.5193796620334,0.28737390181172934,7.0
3.0,0.0,25.0,274.445329771159,61.5857220102557,1.0,7.0
3.0,0.0,26.0,271.297054875902,65.8976861590099,0.22801472296540948,7.0
3.0,0.0,27.0,269.025985626934,68.0519882837679,0.4449830739321887,7.0
3.0,0.0,28.0,274.001363487268,69.9129659335925,0.47291096628731566,7.0
3.0,0.0,29.0,273.525569557471,72.8913956096242,0.5195603979223512,7.0
4.0,0.0,0.0,50.7517763379992,26.6182739980406,0.4593628685824653,8.0
